question_id,question,paper,page,passage,relevant,confidence,reason
8,"How does ReAct combine reasoning and acting, and why does this provide an advantage over approaches that perform reasoning without interacting with external environments?",ReAct: Synergizing Reasoning and Acting in Language Models,3,"and diagnosability across all domains, as humans can readily distinguish information from model’s internal knowledge versus external environments, as well as inspect reasoning traces to understand the decision basis of model actions. To summarize, our key contributions are the following: (1) we introduce ReAct, a novel prompt- based paradigm to synergize reasoning and acting in language models for general task solving; (2) we perform extensive experiments across diverse benchmarks to showcase the advantage of ReAct in a few-shot learning setup over prior approaches that perform either reasoning or action generation in isolation; (3) we present systematic ablations and analysis to understand the importance of acting in reasoning tasks, and reasoning in interactive tasks; (4) we analyze the limitations ofReAct under the prompting setup (i.e. limited support of reasoning and acting behaviors), and perform initial ﬁnetuning experiments showing the potential of ReAct to improve with additional training data. Scaling up ReAct to train and operate on more tasks and combining it with complementary paradigms like reinforcement learning could further unlock the potential of large language models. 2 REAC T: S YNERGIZING REASONING + AC TING Consider a general setup of an agent interacting with an environment for task solving. At time stept, an agent receives an observationot∈O from the environment and takes an actionat∈A",1,medium,"The passage identifies ReAct as a paradigm that synergizes reasoning and action while interacting with an environment, and notes advantages over reasoning or acting alone, including use of external information and improved diagnosability, though the detailed mechanism is only partially described."
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,9,"experiments on commonsense reasoning underscored how the linguistic nature of chain-of-thought reasoning makes it generally applicable (Section 4). Finally, we showed that for symbolic reasoning, chain-of-thought prompting facilitates OOD generalization to longer sequence lengths (Section 5). In all experiments, chain-of-thought reasoning is elicited simply by prompting an off-the-shelf language model. No language models were ﬁnetuned in the process of writing this paper. The emergence of chain-of-thought reasoning as a result of model scale has been a prevailing theme (Wei et al., 2022b). For many reasoning tasks where standard prompting has a ﬂat scaling curve, chain- of-thought prompting leads to dramatically increasing scaling curves. Chain-of-thought prompting appears to expand the set of tasks that large language models can perform successfully—in other words, our work underscores that standard prompting only provides a lower bound on the capabilities of large language models. This observation likely raises more questions than it answers—for instance, how much more can we expect reasoning ability to improve with a further increase in model scale? What other prompting methods might expand the range of tasks that language models can solve? As for limitations, we ﬁrst qualify that although chain of thought emulates the thought processes of human reasoners, this does not answer whether the neural network is actually “reasoning,” which",1,high,The passage directly explains that chain-of-thought reasoning emerges with model scale and that eliciting intermediate reasoning produces sharply improving scaling curves and better performance/generalization on complex reasoning tasks compared with standard prompting.
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,16,"A Frequently Asked Questions A.1 Why does increasing model scale improve chain-of-thought prompting? The ﬁnding that successful chain-of-thought reasoning predictably emerges only at certain model scales is intriguing. Scaling up language models has been shown to confer beneﬁts such as improved performance and sample efﬁciency (Kaplan et al., 2020), but chain-of-thought reasoning is emergent in the sense that its success cannot be predicted only by extrapolating the performance of small scale models, as chain of thought actually hurts performance for most models smaller than 10B parameters. The question of why model scale improves chain-of-thought prompting is certainly multi-faceted, and we made a preliminary attempt to shed insight into it via error analysis. This small analysis involved manually reading 45 errors made by PaLM 62B and categorizing them into semantic understanding (20 errors), one step missing (18 errors), and other errors (7 errors). The “other category” included hallucinations, repetitive outputs, and symbol mapping errors. This categorization is a coarse one borrowed from the initial error analysis done on LaMDA in Appendix D.2, for which categories were conceived based on what improvements were needed to make the chain of thought correct. As shown in Figure 9, scaling PaLM to 540B parameters ﬁxed a substantial portion of errors in all three categories. Examples of semantic understanding and one-step missing errors that were ﬁxed by",1,high,"The passage directly explains that chain-of-thought reasoning emerges at larger model scales, can hurt performance below roughly 10B parameters, and that scaling improves complex reasoning by reducing semantic-understanding and missing-step errors."
9,"What does Chain-of-Thought prompting reveal about the relationship between model scale, intermediate reasoning steps, and performance on complex reasoning tasks?",Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,9,"instructions that are prepended to inputs), our work takes the orthogonal direction of augmenting the outputs of language models with a chain of thought. 8 Conclusions We have explored chain-of-thought prompting as a simple and broadly applicable method for enhanc- ing reasoning in language models. Through experiments on arithmetic, symbolic, and commonsense reasoning, we ﬁnd that chain-of-thought reasoning is an emergent property of model scale that allows sufﬁciently large language models to perform reasoning tasks that otherwise have ﬂat scaling curves. Broadening the range of reasoning tasks that language models can perform will hopefully inspire further work on language-based approaches to reasoning. 9",1,high,The passage directly states that chain-of-thought reasoning emerges with model scale and enables sufficiently large models to improve on complex reasoning tasks whose performance otherwise shows flat scaling.
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,6,"impressive given that (i) those models access gold passages with speciﬁc information required to generate the reference answer , (ii) many questions are unanswerable without the gold passages, and (iii) not all questions are answerable from Wikipedia alone. Table 3 shows some generated answers from our models. Qualitatively, we ﬁnd that RAG models hallucinate less and generate factually correct text more often than BART. Later, we also show that RAG generations are more diverse than BART generations (see §4.5). 4.3 Jeopardy Question Generation Table 2 shows that RAG-Token performs better than RAG-Sequence on Jeopardy question generation, with both models outperforming BART on Q-BLEU-1. 4 shows human evaluation results, over 452 pairs of generations from BART and RAG-Token. Evaluators indicated that BART was more factual than RAG in only 7.1% of cases, while RAG was more factual in 42.7% of cases, and both RAG and BART were factual in a further 17% of cases, clearly demonstrating the effectiveness of RAG on the task over a state-of-the-art generation model. Evaluators also ﬁnd RAG generations to be more speciﬁc by a large margin. Table 3 shows typical generations from each model. Jeopardy questions often contain two separate pieces of information, and RAG-Token may perform best because it can generate responses that combine content from several documents. Figure 2 shows an example. When generating “Sun”, the posterior is high for document 2 which mentions “The",1,medium,"The passage provides evidence of limitations: some questions cannot be answered from Wikipedia, and RAG still sometimes hallucinates or produces less-factual outputs. These issues limit answer coverage and factual reliability, although the passage mainly emphasizes improvements over BART."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4,"RAG models can go beyond simple extractive QA and answer questions with free-form, abstractive text generation. To test RAG’s natural language generation (NLG) in a knowledge-intensive setting, we use the MSMARCO NLG task v2.1 [ 43]. The task consists of questions, ten gold passages retrieved from a search engine for each question, and a full sentence answer annotated from the retrieved passages. We do not use the supplied passages, only the questions and answers, to treat 4",0,high,"The passage describes RAG’s abstractive generation capability and an evaluation task, but does not identify limitations or explain their effects on answer reliability or usefulness."
10,"What limitations of RAG are identified by the authors, and how do these limitations affect the reliability or usefulness of the generated answers?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,5,"retriever is initialized using DPR’s retriever, which uses retrieval supervision on Natural Questions and TriviaQA. RAG compares favourably to the DPR QA system, which uses a BERT-based “cross- encoder” to re-rank documents, along with an extractive reader. RAG demonstrates that neither a re-ranker nor extractive reader is necessary for state-of-the-art performance. There are several advantages to generating answers even when it is possible to extract them. Docu- ments with clues about the answer but do not contain the answer verbatim can still contribute towards a correct answer being generated, which is not possible with standard extractive approaches, leading 5",0,high,"The passage describes RAG's advantages over extractive approaches and its strong performance, but does not identify limitations or explain their effects on answer reliability or usefulness."
1,"What problem does Retrieval-Augmented Generation aim to address, and why can a language model's parametric knowledge be insufficient?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,2,"a general-purpose ﬁne-tuning approach which we refer to as retrieval-augmented generation (RAG). We build RAG models where the parametric memory is a pre-trained seq2seq transformer, and the non-parametric memory is a dense vector index of Wikipedia, accessed with a pre-trained neural retriever. We combine these components in a probabilistic model trained end-to-end (Fig. 1). The retriever (Dense Passage Retriever [26], henceforth DPR) provides latent documents conditioned on the input, and the seq2seq model (BART [32]) then conditions on these latent documents together with the input to generate the output. We marginalize the latent documents with a top-K approximation, either on a per-output basis (assuming the same document is responsible for all tokens) or a per-token basis (where different documents are responsible for different tokens). Like T5 [51] or BART, RAG can be ﬁne-tuned on any seq2seq task, whereby both the generator and retriever are jointly learned. There has been extensive previous work proposing architectures to enrich systems with non-parametric memory which are trained from scratch for speciﬁc tasks, e.g. memory networks [ 64, 55], stack- augmented networks [25] and memory layers [ 30]. In contrast, we explore a setting where both parametric and non-parametric memory components are pre-trained and pre-loaded with extensive knowledge. Crucially, by using pre-trained access mechanisms, the ability to access knowledge is present without additional training.",1,medium,"The passage explains that RAG supplements a model’s parametric memory with retrieved Wikipedia documents, supporting the idea that parametric knowledge alone needs external non-parametric knowledge, though it does not explicitly detail why parametric knowledge is insufficient."
2,How does RAG combine parametric and non-parametric memory during generation?,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,1,"Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks Patrick Lewis†‡, Ethan Perez⋆, Aleksandra Piktus†, Fabio Petroni†, Vladimir Karpukhin†, Naman Goyal†, Heinrich Küttler†, Mike Lewis†, Wen-tau Yih†, Tim Rocktäschel†‡, Sebastian Riedel†‡, Douwe Kiela† †Facebook AI Research;‡University College London;⋆New York University; plewis@fb.com Abstract Large pre-trained language models have been shown to store factual knowledge in their parameters, and achieve state-of-the-art results when ﬁne-tuned on down- stream NLP tasks. However, their ability to access and precisely manipulate knowl- edge is still limited, and hence on knowledge-intensive tasks, their performance lags behind task-speciﬁc architectures. Additionally, providing provenance for their decisions and updating their world knowledge remain open research problems. Pre- trained models with a differentiable access mechanism to explicit non-parametric memory have so far been only investigated for extractive downstream tasks. We explore a general-purpose ﬁne-tuning recipe for retrieval-augmented generation (RAG) — models which combine pre-trained parametric and non-parametric mem- ory for language generation. We introduce RAG models where the parametric memory is a pre-trained seq2seq model and the non-parametric memory is a dense vector index of Wikipedia, accessed with a pre-trained neural retriever. We com- pare two RAG formulations, one which conditions on the same retrieved passages",1,high,"The passage directly explains that RAG combines a pre-trained seq2seq model as parametric memory with a dense Wikipedia vector index as non-parametric memory, accessed through a neural retriever during generation."
3,"How does RAG differ from a traditional language model that relies only on its parameters, particularly when dealing with knowledge-intensive tasks?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,1,"Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks Patrick Lewis†‡, Ethan Perez⋆, Aleksandra Piktus†, Fabio Petroni†, Vladimir Karpukhin†, Naman Goyal†, Heinrich Küttler†, Mike Lewis†, Wen-tau Yih†, Tim Rocktäschel†‡, Sebastian Riedel†‡, Douwe Kiela† †Facebook AI Research;‡University College London;⋆New York University; plewis@fb.com Abstract Large pre-trained language models have been shown to store factual knowledge in their parameters, and achieve state-of-the-art results when ﬁne-tuned on down- stream NLP tasks. However, their ability to access and precisely manipulate knowl- edge is still limited, and hence on knowledge-intensive tasks, their performance lags behind task-speciﬁc architectures. Additionally, providing provenance for their decisions and updating their world knowledge remain open research problems. Pre- trained models with a differentiable access mechanism to explicit non-parametric memory have so far been only investigated for extractive downstream tasks. We explore a general-purpose ﬁne-tuning recipe for retrieval-augmented generation (RAG) — models which combine pre-trained parametric and non-parametric mem- ory for language generation. We introduce RAG models where the parametric memory is a pre-trained seq2seq model and the non-parametric memory is a dense vector index of Wikipedia, accessed with a pre-trained neural retriever. We com- pare two RAG formulations, one which conditions on the same retrieved passages",1,high,"The passage directly contrasts parameter-only language models with RAG: traditional models store knowledge solely in parameters and struggle to access, update, manipulate, or provide provenance for it, while RAG adds retrievable non-parametric memory, such as a Wikipedia index, improving support for knowledge-intensive tasks."
3,"How does RAG differ from a traditional language model that relies only on its parameters, particularly when dealing with knowledge-intensive tasks?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,9,"to provide a ﬁnal output. These approaches have proved successful in a number of domains including Machine Translation [ 18, 22] and Semantic Parsing [21]. Our approach does have several differences, including less of emphasis on lightly editing a retrieved item, but on aggregating content from several pieces of retrieved content, as well as learning latent retrieval, and retrieving evidence documents rather than related training pairs. This said, RAG techniques may work well in these settings, and could represent promising future work. 6 Discussion In this work, we presented hybrid generation models with access to parametric and non-parametric memory. We showed that our RAG models obtain state of the art results on open-domain QA. We found that people prefer RAG’s generation over purely parametric BART, ﬁnding RAG more factual and speciﬁc. We conducted an thorough investigation of the learned retrieval component, validating its effectiveness, and we illustrated how the retrieval index can be hot-swapped to update the model without requiring any retraining. In future work, it may be fruitful to investigate if the two components can be jointly pre-trained from scratch, either with a denoising objective similar to BART or some another objective. Our work opens up new research directions on how parametric and non-parametric memories interact and how to most effectively combine them, showing promise in being applied to a wide variety of NLP tasks. 9",1,high,"The passage directly contrasts RAG’s combination of parametric and retrieved non-parametric memory with purely parametric BART, citing improved factuality, specificity, open-domain QA performance, and updatable knowledge without retraining."
3,"How does RAG differ from a traditional language model that relies only on its parameters, particularly when dealing with knowledge-intensive tasks?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,2,"knowledge. Crucially, by using pre-trained access mechanisms, the ability to access knowledge is present without additional training. Our results highlight the beneﬁts of combining parametric and non-parametric memory with genera- tion for knowledge-intensive tasks—tasks that humans could not reasonably be expected to perform without access to an external knowledge source. Our RAG models achieve state-of-the-art results on open Natural Questions [29], WebQuestions [3] and CuratedTrec [2] and strongly outperform recent approaches that use specialised pre-training objectives on TriviaQA [24]. Despite these being extractive tasks, we ﬁnd that unconstrained generation outperforms previous extractive approaches. For knowledge-intensive generation, we experiment with MS-MARCO [1] and Jeopardy question generation, and we ﬁnd that our models generate responses that are more factual, speciﬁc, and diverse than a BART baseline. For FEVER [56] fact veriﬁcation, we achieve results within 4.3% of state-of-the-art pipeline models which use strong retrieval supervision. Finally, we demonstrate that the non-parametric memory can be replaced to update the models’ knowledge as the world changes.1 2 Methods We explore RAG models, which use the input sequencex to retrieve text documentsz and use them as additional context when generating the target sequence y. As shown in Figure 1, our models leverage two components: (i) a retriever pη(z|x) with parametersη that returns (top-K truncated)",1,high,"The passage directly contrasts RAG's combination of parametric memory with retrieved external documents against a parameter-only model, and gives evidence that this improves factuality and performance on knowledge-intensive tasks while allowing knowledge updates."
4,"What are the main differences between RAG-Sequence and RAG-Token, and how do they affect the documents used during generation?",Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,8,"indices is low (12% with the 2018 index and 2016 leaders, 4% with the 2016 index and 2018 leaders). This shows we can update RAG’s world knowledge by simply replacing its non-parametric memory. Effect of Retrieving more documents Models are trained with either 5 or 10 retrieved latent documents, and we do not observe signiﬁcant differences in performance between them. We have the ﬂexibility to adjust the number of retrieved documents at test time, which can affect performance and runtime. Figure 3 (left) shows that retrieving more documents at test time monotonically improves Open-domain QA results for RAG-Sequence, but performance peaks for RAG-Token at 10 retrieved documents. Figure 3 (right) shows that retrieving more documents leads to higher Rouge-L for RAG-Token at the expense of Bleu-1, but the effect is less pronounced for RAG-Sequence. 10 20 30 40 50 KR e t r i e v e dD o c s 39 40 41 42 43 44NQ Exact Match RAG-Tok RAG-Seq 10 20 30 40 50 KR e t r i e v e dD o c s 40 50 60 70 80NQ Answer Recall @ K RAG-Tok RAG-Seq Fixed DPR BM25 10 20 30 40 50 KR e t r i e v e dD o c s 48 50 52 54 56Bleu-1 / Rouge-L score RAG-Tok R-L RAG-Tok B-1 RAG-Seq R-L RAG-Seq B-1 Figure 3: Left: NQ performance as more documents are retrieved. Center: Retrieval recall perfor- mance in NQ. Right: MS-MARCO Bleu-1 and Rouge-L as more documents are retrieved. 5 Related Work Single-Task Retrieval Prior work has shown that retrieval improves performance across a variety of",0,high,"The passage compares performance as the number of retrieved documents changes, but does not explain the core distinction: RAG-Sequence uses one document for an entire generated sequence, whereas RAG-Token can use different documents for different tokens."
4,"What are the main differences between RAG-Sequence and RAG-Token, and how do they affect the documents used during generation?",BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,14,"• Learning rate (Adam): 5e-5, 3e-5, 2e-5 • Number of epochs: 2, 3, 4 We also observed that large data sets (e.g., 100k+ labeled training examples) were far less sensitive to hyperparameter choice than small data sets. Fine-tuning is typically very fast, so it is rea- sonable to simply run an exhaustive search over the above parameters and choose the model that performs best on the development set. A.4 Comparison of BERT, ELMo ,and OpenAI GPT Here we studies the differences in recent popular representation learning models including ELMo, OpenAI GPT and BERT. The comparisons be- tween the model architectures are shown visually in Figure 3. Note that in addition to the architec- ture differences, BERT and OpenAI GPT are ﬁne- tuning approaches, while ELMo is a feature-based approach. The most comparable existing pre-training method to BERT is OpenAI GPT, which trains a left-to-right Transformer LM on a large text cor- pus. In fact, many of the design decisions in BERT were intentionally made to make it as close to GPT as possible so that the two methods could be minimally compared. The core argument of this work is that the bi-directionality and the two pre- training tasks presented in Section 3.1 account for the majority of the empirical improvements, but we do note that there are several other differences between how BERT and GPT were trained: • GPT is trained on the BooksCorpus (800M words); BERT is trained on the BooksCor- pus (800M words) and Wikipedia (2,500M words).",0,high,"The passage discusses BERT, ELMo, GPT, and fine-tuning hyperparameters, not the differences between RAG-Sequence and RAG-Token or their document use during generation."
5,How does GPT-3 demonstrate that large language models can perform tasks from natural-language descriptions and a few examples without gradient-based updates?,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,2,"tasks, given a prompt that consists of triples:⟨input, chain of thought, output⟩. A chain of thought is a series of intermediate natural language reasoning steps that lead to the ﬁnal output, and we refer to this approach as chain-of-thought prompting. An example prompt is shown in Figure 1. We present empirical evaluations on arithmetic, commonsense, and symbolic reasoning benchmarks, showing that chain-of-thought prompting outperforms standard prompting, sometimes to a striking degree. Figure 2 illustrates one such result—on the GSM8K benchmark of math word problems (Cobbe et al., 2021), chain-of-thought prompting with PaLM 540B outperforms standard prompting by a large margin and achieves new state-of-the-art performance. A prompting only approach is important because it does not require a large training dataset and because a single model checkpoint can perform many tasks without loss of generality. This work underscores how large language models can learn via a few examples with natural language data about the task (c.f. automatically learning the patterns underlying inputs and outputs via a large training dataset). 2 Chain-of-Thought Prompting Consider one’s own thought process when solving a complicated reasoning task such as a multi-step math word problem. It is typical to decompose the problem into intermediate steps and solve each before giving the ﬁnal answer: “After Jane gives 2 ﬂowers to her mom she has 10... then after she",0,high,"The passage discusses chain-of-thought prompting with PaLM, not GPT-3 or GPT-3's zero-, one-, and few-shot evaluations without gradient updates."
5,How does GPT-3 demonstrate that large language models can perform tasks from natural-language descriptions and a few examples without gradient-based updates?,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,1,"Chain-of-Thought Prompting Elicits Reasoning in Large Language Models Jason Wei Xuezhi Wang Dale Schuurmans Maarten Bosma Brian Ichter Fei Xia Ed H. Chi Quoc V . Le Denny Zhou Google Research, Brain Team {jasonwei,dennyzhou}@google.com Abstract We explore how generating a chain of thought—a series of intermediate reasoning steps—signiﬁcantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufﬁciently large language models via a simple method called chain-of- thought prompting, where a few chain of thought demonstrations are provided as exemplars in prompting. Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even ﬁnetuned GPT-3 with a veriﬁer. A: The cafeteria had 23 apples originally. They used  20 to make lunch. So they had 23 - 20 = 3. They  bought 6 more apples, so they have 3 + 6 = 9. The  answer is 9. Chain-of-Thought Prompting Q: Roger has 5 tennis balls. He buys 2 more cans of  tennis balls. Each can has 3 tennis balls. How many  tennis balls does he have now?  A: The answer is 11.  Q: The cafeteria had 23 apples. If they used 20 to",0,high,The passage concerns chain-of-thought prompting in other large language models and only mentions fine-tuned GPT-3 as a comparator; it does not explain GPT-3's in-context learning without gradient updates.
6,How does T5's text-to-text formulation allow the same model and training framework to be applied to different NLP tasks?,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,41,"4. Reflection Having completed our systematic study, we wrap up by first recapping some of our most significant findings. Our results provide some high-level perspective on which avenues of research might be more or less promising. To conclude, we outline some topics we think might provide effective approaches for further progressing the field. 4.1 Takeaways Text-to-text Our text-to-text framework provides a simple way to train a single model on a wide variety of text tasks using the same loss function and decoding procedure. We showed how this approach can be successfully applied to generative tasks like abstractive summarization, classification tasks like natural language inference, and even regression tasks like STS-B. In spite of its simplicity, we found the text-to- text framework obtained comparable performance to task-specific architectures and ultimately produced state-of-the-art results when combined with scale. Architectures While some work on transfer learning for NLP has considered architectural variants of the Transformer, we found the original encoder-decoder form worked best in our text-to-text framework. Though an encoder-decoder model uses twice as many parameters as “encoder-only” (e.g. BERT) or “decoder-only” (language model) architectures, it has a similar computational cost. We also showed that sharing the parameters in the encoder and decoder did not result in a substantial performance drop while halving the total parameter count. 41",1,high,"The passage directly explains that T5 casts varied tasks as text-to-text problems, enabling one model to use the same loss function and decoding procedure for generative, classification, and regression tasks."
6,How does T5's text-to-text formulation allow the same model and training framework to be applied to different NLP tasks?,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,9,"Exploring the Limits of Transfer Learning examples is shown in Figure 1. We provide full examples of preprocessed inputs for every task we studied in Appendix D. Our text-to-text framework follows previous work that casts multiple NLP tasks into a common format: McCann et al. (2018) propose the “Natural Language Decathlon”, a benchmark that uses a consistent question-answering format for a suite of ten NLP tasks. The Natural Language Decathlon also stipulates that all models must be multi-task, i.e. are able to simultaneously tackle all of the tasks at once. We instead allow for separately fine-tuning the model on each individual task and use short task prefixes instead of an explicit question-answer format. Radford et al. (2019) evaluate the zero-shot learning capabilities of language models by feeding some input to the model as a prefix and then autoregressively sampling an output. For example, automatic summarization is done by feeding in a document followed by the text “TL;DR:” (short for “too long, didn’t read”, a common abbreviation) and then the summary is predicted via autoregressive decoding. We mainly consider models that explicitly process an input with an encoder before generating an output with a separate decoder and we focus on transfer learning rather than zero-shot learning. Finally, Keskar et al. (2019b) unify many NLP tasks as “span extraction”, where text corresponding to",1,high,"The passage explains that T5 casts diverse NLP tasks into a common text-to-text format, distinguishes tasks with short prefixes, and uses the same encoder-decoder framework while allowing task-specific fine-tuning."
7,"Why does LoRA argue that the changes required when adapting a large language model have low intrinsic rank, and how does its approach exploit this observation?",LoRA: Low-Rank Adaptation of Large Language Models,4,"(2020) shows that the pre-trained language models have a low “instrisic dimension” and can still learn efﬁciently despite a random projection to a smaller subspace. Inspired by this, we hypothe- size the updates to the weights also have a low “intrinsic rank” during adaptation. For a pre-trained weight matrix W0∈ Rd×k, we constrain its update by representing the latter with a low-rank de- compositionW0 + ∆W =W0 +BA, whereB∈ Rd×r,A∈ Rr×k, and the rank r≪ min(d,k ). During training,W0 is frozen and does not receive gradient updates, whileA andB contain trainable parameters. Note both W0 and ∆W =BA are multiplied with the same input, and their respective output vectors are summed coordinate-wise. Forh =W0x, our modiﬁed forward pass yields: h =W0x + ∆Wx =W0x +BAx (3) We illustrate our reparametrization in Figure 1. We use a random Gaussian initialization for A and zero forB, so ∆W =BA is zero at the beginning of training. We then scale ∆Wx by α r , whereα is a constant inr. When optimizing with Adam, tuningα is roughly the same as tuning the learning rate if we scale the initialization appropriately. As a result, we simply set α to the ﬁrst r we try and do not tune it. This scaling helps to reduce the need to retune hyperparameters when we vary r (Yang & Hu, 2021). A Generalization of Full Fine-tuning. A more general form of ﬁne-tuning allows the training of a subset of the pre-trained parameters. LoRA takes a step further and does not require the accumu-",1,high,"The passage directly explains that prior evidence of low intrinsic dimension motivates the hypothesis that adaptation updates have low intrinsic rank, and it describes how LoRA exploits this by freezing pretrained weights and training low-rank factors A and B such that ΔW = BA."
7,"Why does LoRA argue that the changes required when adapting a large language model have low intrinsic rank, and how does its approach exploit this observation?",LoRA: Low-Rank Adaptation of Large Language Models,4,"A Generalization of Full Fine-tuning. A more general form of ﬁne-tuning allows the training of a subset of the pre-trained parameters. LoRA takes a step further and does not require the accumu- lated gradient update to weight matrices to have full-rank during adaptation. This means that when applying LoRA to all weight matrices and training all biases 2, we roughly recover the expressive- ness of full ﬁne-tuning by setting the LoRA rankr to the rank of the pre-trained weight matrices. In other words, as we increase the number of trainable parameters 3, training LoRA roughly converges to training the original model, while adapter-based methods converges to an MLP and preﬁx-based methods to a model that cannot take long input sequences. No Additional Inference Latency. When deployed in production, we can explicitly compute and store W = W0 +BA and perform inference as usual. Note that both W0 and BA are in Rd×k. When we need to switch to another downstream task, we can recover W0 by subtracting BA and then adding a different B′A′, a quick operation with very little memory overhead. Critically, this 2They represent a negligible number of parameters compared to weights. 3An inevitability when adapting to hard tasks. 4",1,medium,"The passage explains how LoRA exploits low-rank updates by representing the adaptation as BA with adjustable rank and merging it into W0, though it does not explain the empirical/intrinsic-dimension rationale for why adaptation changes should have low rank."
8,"How does ReAct combine reasoning and acting, and why does this provide an advantage over approaches that perform reasoning without interacting with external environments?",ReAct: Synergizing Reasoning and Acting in Language Models,2,"2022). However, this “chain-of-thought” reasoning is a static black box, in that the model uses its own internal representations to generate thoughts and is not grounded in the external world, which limits its ability to reason reactively or update its knowledge. This can lead to issues like fact hallucination and error propagation over the reasoning process (Figure 1 (1b)). On the other hand, recent work has explored the use of pre-trained language models for planning and acting in interactive environments (Ahn et al., 2022; Nakano et al., 2021; Yao et al., 2020; Huang et al., 2022a), with a focus on predicting actions via language priors. These approaches usually convert multi-modal observations into text, use a language model to generate domain-speciﬁc actions or plans, and then use a controller to choose or execute them. However, they do not employ language models to reason abstractly about high-level goals or maintain a working memory to support acting, barring Huang et al. (2022b) who perform a limited form of verbal reasoning to reiterate spatial facts about the current state. Beyond such simple embodied tasks to interact with a few blocks, there have not been studies on how reasoning and acting can be combined in a synergistic manner for general task solving, and if such a combination can bring systematic beneﬁts compared to reasoning or acting alone. In this work, we present ReAct, a general paradigm to combine reasoning and acting with language",1,high,"The passage explains that ReAct combines language-model reasoning with interaction and contrasts it with static chain-of-thought, which lacks external grounding and can cause hallucination and error propagation."
8,"How does ReAct combine reasoning and acting, and why does this provide an advantage over approaches that perform reasoning without interacting with external environments?",ReAct: Synergizing Reasoning and Acting in Language Models,4,"D) Human aligned and controllable: ReAct promises an interpretable sequential decision making and reasoning process where humans can easily inspect reasoning and factual correctness. Moreover, humans can also control or correct the agent behavior on the go by thought editing, as shown in Figure 5 in Section 4. 3 K NOWLEDGE -I NTENSIVE REASONING TASKS We begin with knowledge-intensive reasoning tasks like multi-hop question answering and fact veriﬁcation. As shown in Figure 1(1d), by interacting with a Wikipedia API, ReAct is able to retrieve information to support reasoning, while also use reasoning to target what to retrieve next, demonstrating a synergy of reasoning and acting. 3.1 S ETUP Domains We consider two datasets challenging knowledge retrieval and reasoning: (1) Hot- PotQA (Yang et al., 2018), a multi-hop question answering benchmark that requires reasoning over two or more Wikipedia passages, and (2) FEVER (Thorne et al., 2018), a fact veriﬁcation benchmark where each claim is annotated SUPPORTS, REFUTES, or NOT ENOUGH INFO, based on if there exists a Wikipedia passage to verify the claim. In this work, we operate in a question-only setup for both tasks, where models only receive the question/claim as input without access to support paragraphs, and have to rely on their internal knowledge or retrieve knowledge via interacting with an external environment to support reasoning. Action Space We design a simple Wikipedia web API with three types of actions to support",1,high,"The passage directly explains ReAct's synergy: it reasons to decide what information to retrieve next and acts through a Wikipedia API to obtain evidence that supports further reasoning. This shows the advantage over reasoning-only methods, which must rely on internal knowledge rather than external retrieval."
